brand,processor_brand,processor_name,processor_gnrtn,ram_gb,ssd,hdd,os,os_bit,graphic_card_gb,Price,Number of Ratings,Number of Reviews
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,34649,3,0
Lenovo,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,38999,65,5
Lenovo,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,39999,8,1
ASUS,Intel,Core i5,10th,8 GB,512 GB,0 GB,Windows,32-bit,2 GB,69990,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,26990,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,22990,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,21990,31,3
ASUS,Intel,Core i5,10th,8 GB,0 GB,1024 GB,Windows,32-bit,2 GB,58799,0,0
Lenovo,Intel,Core i5,10th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,49999,0,0
acer,AMD,Ryzen 5,10th,4 GB,0 GB,512 GB,Windows,32-bit,4 GB,59990,1946,240
acer,AMD,Ryzen 5,10th,4 GB,0 GB,512 GB,Windows,32-bit,6 GB,93700,259,47
acer,AMD,Ryzen 5,10th,4 GB,0 GB,512 GB,Windows,32-bit,4 GB,72990,425,67
Avita,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,17490,1120,196
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,35990,0,0
HP,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,56490,0,0
HP,Intel,Core i5,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,65390,0,0
Lenovo,Intel,Celeron Dual,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,31999,286,19
HP,Intel,Celeron Dual,Not Available,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,32490,58,6
Lenovo,Intel,Celeron Dual,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,31799,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,29890,7,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,23990,15279,1947
HP,Intel,Core i3,7th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,32955,311,27
HP,Intel,Core i5,7th,4 GB,0 GB,1024 GB,Windows,32-bit,2 GB,46200,47,7
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,34429,37,6
Lenovo,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,32-bit,0 GB,37990,2080,235
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,35990,1479,181
ASUS,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,33980,67,3
HP,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,39990,273,30
DELL,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,39490,1267,171
HP,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,53990,14,0
acer,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,38990,0,0
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,37990,284,39
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,37890,44,5
Lenovo,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,38990,33,4
Lenovo,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,37990,286,36
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,41990,10,5
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,45990,816,147
Lenovo,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,39990,543,65
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,42490,9,1
DELL,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,36990,1178,137
Lenovo,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,53990,299,41
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,36990,20,1
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,38940,758,64
DELL,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,39490,634,64
Lenovo,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,39999,4,0
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,42990,17,2
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,49990,24,5
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,41490,1753,165
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,41990,216,21
Lenovo,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,41990,1084,160
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,38490,19,3
Lenovo,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,38990,106,13
Lenovo,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,44990,42,4
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,36490,0,0
Lenovo,Intel,Core i3,10th,8 GB,256 GB,0 GB,Windows,32-bit,0 GB,38970,0,0
HP,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,44900,1029,107
MSI,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,38990,53,11
DELL,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,44427,0,0
ASUS,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,35990,0,0
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,40200,48,1
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,40990,3,0
DELL,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,42490,0,0
acer,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,23990,61,4
DELL,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,71999,97,13
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,39990,181,19
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,41998,529,39
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,41990,0,0
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,39999,0,0
ASUS,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,39990,0,0
Lenovo,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,39998,10,1
HP,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,42490,5205,561
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,41990,3,0
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,48490,0,0
HP,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,44376,1090,96
DELL,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,43900,0,0
DELL,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,46690,0,0
Lenovo,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,32-bit,0 GB,40990,1,1
DELL,Intel,Core i3,10th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,39990,44,2
Lenovo,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,43990,0,0
ASUS,Intel,Core i3,11th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,36990,70,9
DELL,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,48500,0,0
ASUS,Intel,Core i3,11th,8 GB,256 GB,0 GB,Windows,64-bit,0 GB,48990,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,23490,632,92
HP,Intel,Core i3,8th,4 GB,256 GB,0 GB,Windows,64-bit,0 GB,54238,71,8
ASUS,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,37990,990,108
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,158,18
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,681,59
ASUS,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,35990,130,12
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,30,4
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,32-bit,0 GB,51990,6,2
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,48990,174,30
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,40,7
Lenovo,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,38990,13,1
DELL,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,45990,184,29
HP,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42490,1296,126
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,43970,571,56
ASUS,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,39990,2551,297
MSI,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,48990,17,3
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,54990,35,3
MSI,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,40990,118,17
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,41990,0,0
Lenovo,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,54990,245,34
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,44990,2058,305
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,41250,117,11
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,44990,0,0
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,74,11
DELL,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,60790,10,1
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,45650,39,4
DELL,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,41990,29,7
DELL,Intel,Core i3,10th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,45490,43,4
ASUS,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,44990,0,0
Lenovo,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,984,99
HP,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,45490,523,66
HP,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,32-bit,0 GB,38799,30,1
HP,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,69267,0,0
ASUS,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,51649,0,0
HP,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,47990,1605,215
ASUS,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,40990,4008,519
ASUS,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,42990,1869,234
ASUS,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,44890,7,0
ASUS,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,41490,4008,519
HP,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,32-bit,0 GB,50990,0,0
HP,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,48900,1278,135
DELL,Intel,Core i3,10th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,41790,0,0
Lenovo,Intel,Core i3,11th,4 GB,512 GB,0 GB,Windows,64-bit,0 GB,57999,10,2
DELL,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,45930,0,0
HP,Intel,Core i3,11th,8 GB,512 GB,0 GB,Windows,64-bit,0 GB,55490,143,15
ASUS,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,32890,28,4
Lenovo,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,35990,2124,233
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,42490,276,40
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,42190,250,21
DELL,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,39490,1917,189
HP,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,43690,4999,490
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,35990,17,0
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,43800,17,0
Lenovo,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,38990,0,0
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,34990,4203,490
ASUS,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,38900,13,0
DELL,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,39990,15,1
DELL,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,40890,527,46
Lenovo,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,36990,103,10
HP,Intel,Core i3,11th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,39990,324,45
HP,Intel,Core i3,11th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,41990,69,5
DELL,Intel,Core i3,11th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,43970,16,0
HP,Intel,Core i3,11th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,39790,40,3
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,35590,12,1
HP,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,36490,1146,175
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,38990,1850,216
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,33990,43,7
DELL,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,43400,231,26
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,24990,502,93
HP,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,40750,1096,116
DELL,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,43000,313,35
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,38000,7,0
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,37990,265,46
HP,Intel,Core i3,7th,8 GB,0 GB,1024 GB,Windows,64-bit,2 GB,49279,38,3
Lenovo,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,38999,7,2
ASUS,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,41500,4,0
acer,Intel,Core i3,11th,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,36999,0,0
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,42900,0,0
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,21490,818,113
DELL,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,32-bit,0 GB,41480,25,4
ASUS,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,32990,12,0
ASUS,Intel,Core i3,11th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,38680,17,1
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,23990,974,170
DELL,Intel,Core i3,10th,8 GB,0 GB,1024 GB,Windows,64-bit,0 GB,40390,83,15
ASUS,Intel,Core i3,10th,4 GB,0 GB,1024 GB,Windows,64-bit,0 GB,33990,31,6
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,20490,637,91
DELL,Intel,Core i3,10th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,41490,7,5
DELL,Intel,Core i3,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,45490,207,16
DELL,Intel,Core i3,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,44490,844,103
ASUS,Intel,Core i3,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,41890,53,6
DELL,Intel,Core i3,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,42990,62,7
acer,Intel,Core i3,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,40990,38,2
DELL,Intel,Core i3,11th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,48990,724,92
DELL,Intel,Core i3,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,43590,0,0
DELL,Intel,Core i3,10th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,44690,9,0
ASUS,Intel,Core i3,10th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,40990,0,0
DELL,Intel,Core i3,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,43990,0,0
DELL,Intel,Core i3,10th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,41390,56,7
DELL,Intel,Core i3,10th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,44290,0,0
DELL,Intel,Core i3,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,48999,0,0
DELL,Intel,Core i3,11th,4 GB,256 GB,1024 GB,Windows,64-bit,0 GB,39990,170,11
DELL,Intel,Core i3,10th,8 GB,256 GB,1024 GB,Windows,64-bit,0 GB,46390,95,5
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,18990,197,25
ASUS,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,17990,1180,148
HP,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,26470,232,23
HP,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,27990,596,65
Lenovo,Intel,Celeron Dual,Not Available,4 GB,0 GB,1024 GB,Windows,32-bit,0 GB,29999,19,1
Lenovo,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,64-bit,0 GB,25990,84,16
Lenovo,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,16990,414,54
Lenovo,Intel,Celeron Dual,Not Available,4 GB,0 GB,512 GB,Windows,32-bit,0 GB,24990,70,16
acer,Intel,Core i5,Not Available,8 GB,0 GB,512 GB,Windows,32-bit,4 GB,50990,10966,1185
acer,Intel,Core i5,Not Available,8 GB,0 GB,512 GB,Windows,32-bit,0 GB,119990,1,1
acer,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,0 GB,94190,31,6
ASUS,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,4 GB,106167,1881,241
DELL,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,4 GB,68090,23,4
DELL,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,0 GB,139990,0,0
HP,Intel,Core i5,10th,8 GB,0 GB,512 GB,DOS,32-bit,0 GB,55990,818,109
